planner,generator,difficulty,instance,name,time_taken,expanded_states,plan_length
seq-opt-bjolp,YYTBB,2,9,level_02_seed_009,3.96,151,35
seq-opt-bjolp,YYTBB,1,26,level_01_seed_026,3.49,103,15
seq-opt-bjolp,YYTBB,4,16,level_04_seed_016,3.87,293,31
seq-opt-bjolp,YYTBB,1,27,level_01_seed_027,2.82,98,16
seq-opt-bjolp,YYTBB,1,29,level_01_seed_029,3.39,119,17
seq-opt-bjolp,YYTBB,1,20,level_01_seed_020,3.57,75,13
seq-opt-bjolp,YYTBB,1,8,level_01_seed_008,2.69,114,19
seq-opt-bjolp,YYTBB,0,15,level_00_seed_015,0.85,35,7
seq-opt-bjolp,YYTBB,0,14,level_00_seed_014,0.84,36,8
seq-opt-bjolp,YYTBB,1,17,level_01_seed_017,3.88,134,20
seq-opt-bjolp,YYTBB,1,7,level_01_seed_007,2.4,119,19
seq-opt-bjolp,YYTBB,0,25,level_00_seed_025,0.98,37,6
seq-opt-bjolp,YYTBB,3,24,level_03_seed_024,3.16,293,29
seq-opt-bjolp,YYTBB,0,24,level_00_seed_024,0.82,35,7
seq-opt-bjolp,YYTBB,4,25,level_04_seed_025,4.8,326,37
seq-opt-bjolp,YYTBB,0,1,level_00_seed_001,0.96,30,6
seq-opt-bjolp,YYTBB,4,27,level_04_seed_027,4.04,431,32
seq-opt-bjolp,YYTBB,2,13,level_02_seed_013,6.86,132,19
seq-opt-bjolp,YYTBB,2,0,level_02_seed_000,3.94,148,26
seq-opt-bjolp,YYTBB,1,6,level_01_seed_006,5.68,51,10
seq-opt-bjolp,YYTBB,0,17,level_00_seed_017,0.75,26,6
seq-opt-bjolp,YYTBB,3,17,level_03_seed_017,3.42,230,25
seq-opt-bjolp,YYTBB,4,26,level_04_seed_026,3.78,250,31
seq-opt-bjolp,YYTBB,0,18,level_00_seed_018,1.18,35,6
seq-opt-bjolp,YYTBB,3,14,level_03_seed_014,3.38,331,28
seq-opt-bjolp,YYTBB,4,28,level_04_seed_028,4.42,299,30
seq-opt-bjolp,YYTBB,1,1,level_01_seed_001,3.29,77,12
seq-opt-bjolp,YYTBB,2,21,level_02_seed_021,3.58,129,27
seq-opt-bjolp,YYTBB,3,18,level_03_seed_018,3.33,332,27
seq-opt-bjolp,YYTBB,0,6,level_00_seed_006,1.54,47,7
seq-opt-bjolp,YYTBB,0,23,level_00_seed_023,0.71,25,6
seq-opt-bjolp,YYTBB,2,7,level_02_seed_007,3.68,126,23
seq-opt-bjolp,YYTBB,4,8,level_04_seed_008,4.08,341,32
seq-opt-bjolp,YYTBB,0,16,level_00_seed_016,0.81,34,6
seq-opt-bjolp,YYTBB,4,17,level_04_seed_017,4.59,346,41
seq-opt-bjolp,YYTBB,1,0,level_01_seed_000,3.84,101,16
seq-opt-bjolp,YYTBB,4,2,level_04_seed_002,4.26,269,30
seq-opt-bjolp,YYTBB,2,3,level_02_seed_003,6.2,121,23
seq-opt-bjolp,YYTBB,1,2,level_01_seed_002,3.02,119,17
seq-opt-bjolp,YYTBB,1,18,level_01_seed_018,3.42,92,20
seq-opt-bjolp,YYTBB,4,11,level_04_seed_011,4.37,389,37
seq-opt-bjolp,YYTBB,3,26,level_03_seed_026,3.46,225,28
seq-opt-bjolp,YYTBB,2,12,level_02_seed_012,5.1,130,23
seq-opt-bjolp,YYTBB,2,18,level_02_seed_018,3.36,136,32
seq-opt-bjolp,YYTBB,4,21,level_04_seed_021,3.71,302,31
seq-opt-bjolp,YYTBB,3,10,level_03_seed_010,3.44,294,29
